geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
3573,-23.56031322,-46.50914935,sao paulo,SP
3574,-23.55483005,-46.51204677,sao paulo,SP
3575,-23.55670479,-46.50743201,sao paulo,SP
3576,-23.55283127,-46.50825324,sao paulo,SP
3577,-23.55354379,-46.50284857,sao paulo,SP
3578,-23.558857,-46.50439025,sao paulo,SP
3579,-23.56341602,-46.49597142,sao paulo,SP
3580,-23.55329603,-46.49991049,sao paulo,SP
3581,-23.55602382,-46.50012257,sao paulo,SP
3582,-23.5579368,-46.49722705,sao paulo,SP
3583,-23.55762412,-46.49417744,sao paulo,SP
3584,-23.56022603,-46.48668054,sao paulo,SP
3585,-23.56565347,-46.49155818,sao paulo,SP
3586,-23.55665721,-46.48867468,sao paulo,SP
3587,-23.55590412,-46.48708313,sao paulo,SP
3588,-23.55809332,-46.48764422,sao paulo,SP
3589,-23.55183286,-46.48618244,sao paulo,SP
3590,-23.54623202,-46.48308667,sao paulo,SP
3591,-23.5503084,-46.48032784,sao paulo,SP
3601,-23.51455854,-46.52108947,sao paulo,SP
3602,-23.52714226,-46.55296753,sao paulo,SP
3603,-23.52403777,-46.54991496,sao paulo,SP
3604,-23.52412568,-46.55107234,sao paulo,SP
3605,-23.52121152,-46.54977122,sao paulo,SP
3606,-23.52261136,-46.54739635,sao paulo,SP
3607,-23.52068637,-46.54415252,sao paulo,SP
3608,-23.51639273,-46.54339087,sao paulo,SP
3609,-23.51606071,-46.54208452,sao paulo,SP
3610,-23.52057716,-46.53956846,sao paulo,SP
3611,-23.51945219,-46.53764875,sao paulo,SP
3612,-23.51729812,-46.53580393,sao paulo,SP
3613,-23.51939456,-46.53372334,sao paulo,SP
3614,-23.51785349,-46.5314411,sao paulo,SP
3615,-23.5175605,-46.52986411,sao paulo,SP
3616,-23.51863845,-46.52792065,sao paulo,SP
3617,-23.51841179,-46.52580855,sao paulo,SP
3618,-23.51620327,-46.52209518,sao paulo,SP
3619,-23.51305668,-46.51664969,sao paulo,SP
3620,-23.51101573,-46.50892109,sao paulo,SP
3621,-23.52022345,-46.52244008,sao paulo,SP
3622,-23.52065504,-46.51916066,sao paulo,SP
3623,-23.51854522,-46.51589904,sao paulo,SP
3624,-23.51507284,-46.51485846,sao paulo,SP
3625,-23.51597491,-46.51199304,sao paulo,SP
3626,-23.51273589,-46.50959169,sao paulo,SP
3627,-23.51114883,-46.50532094,sao paulo,SP
3630,-23.53257144,-46.54970049,sao paulo,SP
3631,-23.53016458,-46.5511528,sao paulo,SP
3632,-23.52770504,-46.54967259,sao paulo,SP
3633,-23.52959028,-46.54604261,sao paulo,SP
3634,-23.5252484,-46.54709811,sao paulo,SP
3635,-23.52246085,-46.53351636,sao paulo,SP
3636,-23.52275289,-46.53065814,sao paulo,SP
3637,-23.52579409,-46.54405435,sao paulo,SP
3638,-23.52868605,-46.54164503,sao paulo,SP
3639,-23.52588747,-46.54029482,sao paulo,SP
3640,-23.53168073,-46.54299782,sao paulo,SP
3641,-23.52852439,-46.53622015,sao paulo,SP
3642,-23.52691955,-46.53532113,sao paulo,SP
3643,-23.52841858,-46.53430848,sao paulo,SP
3644,-23.525303,-46.53333901,sao paulo,SP
3645,-23.52482586,-46.53203258,sao paulo,SP
3646,-23.52428051,-46.52994296,sao paulo,SP
3647,-23.52450064,-46.52755223,sao paulo,SP
3648,-23.52484704,-46.52535707,sao paulo,SP
3649,-23.52791697,-46.52435942,sao paulo,SP
3650,-23.52708,-46.52244219,sao paulo,SP
3651,-23.5269691,-46.51959849,sao paulo,SP
3652,-23.51304385,-46.50426294,sao paulo,SP
3653,-23.5175441,-46.51006051,sao paulo,SP
3654,-23.52510313,-46.51759622,sao paulo,SP
3655,-23.52551478,-46.5138939,sao paulo,SP
3656,-23.52549829,-46.50957193,sao paulo,SP
3657,-23.52720289,-46.50418226,sao paulo,SP
3658,-23.52828048,-46.49966541,sao paulo,SP
3659,-23.52141253,-46.51088789,sao paulo,SP
3660,-23.52274924,-46.50679016,sao paulo,SP
3661,-23.52393517,-46.50359132,sao paulo,SP
3662,-23.5225927,-46.50057221,sao paulo,SP
3663,-23.52429332,-46.50088793,sao paulo,SP
3664,-23.52481372,-46.49822729,sao paulo,SP
3665,-23.52632751,-46.49676762,sao paulo,SP
3666,-23.52918225,-46.49568675,sao paulo,SP
3667,-23.53204714,-46.49601786,sao paulo,SP
3668,-23.53406862,-46.48801691,sao paulo,SP
3669,-23.53160364,-46.4917113,sao paulo,SP
3670,-23.51744867,-46.50689726,sao paulo,SP
3671,-23.51711816,-46.50359039,sao paulo,SP
3672,-23.51628949,-46.50269157,sao paulo,SP
3673,-23.51455396,-46.50187356,sao paulo,SP
3674,-23.51845953,-46.50046637,sao paulo,SP
3675,-23.51933438,-46.49724357,sao paulo,SP
3676,-23.51771343,-46.4931873,sao paulo,SP
3677,-23.51590852,-46.494602,sao paulo,SP
3678,-23.51723747,-46.48993605,sao paulo,SP
3679,-23.51950771,-46.48890312,sao paulo,SP
3680,-23.52392248,-46.48957485,sao paulo,SP
3681,-23.52185588,-46.48616824,sao paulo,SP
3682,-23.51900806,-46.48205869,sao paulo,SP
3683,-23.5217383,-46.48227538,sao paulo,SP
3685,-23.52377257,-46.47854706,sao paulo,SP
3687,-23.52644082,-46.48630935,sao paulo,SP
3688,-23.52747508,-46.48337092,sao paulo,SP
3689,-23.52945886,-46.48172832,sao paulo,SP
3690,-23.52843724,-46.47859223,sao paulo,SP
3691,-23.53427774,-46.48393131,sao paulo,SP
3692,-23.53348038,-46.48016238,sao paulo,SP
3693,-23.53205238,-46.47661155,sao paulo,SP
3694,-23.53273084,-46.47473003,sao paulo,SP
3695,-23.52049316,-46.49813348,sao paulo,SP
3701,-23.51299004,-46.55062107,sao paulo,SP
3702,-23.51633442,-46.54744112,sao paulo,SP
3703,-23.51452224,-46.55089331,sao paulo,SP
3704,-23.51005387,-46.55250584,sao paulo,SP
3707,-23.50714024,-46.54329016,sao paulo,SP
3710,-23.51183654,-46.54906348,sao paulo,SP
3711,-23.50611074,-46.53073953,sao paulo,SP
3712,-23.506614,-46.52769951,sao paulo,SP
3713,-23.51044357,-46.54552775,sao paulo,SP
3714,-23.50783398,-46.54063762,sao paulo,SP
3715,-23.50666514,-46.53772837,sao paulo,SP
3716,-23.50472552,-46.53390808,sao paulo,SP
3717,-23.49984769,-46.52325424,sao paulo,SP
3718,-23.49866089,-46.52937217,sao paulo,SP
3720,-23.50246641,-46.53013153,sao paulo,SP
3721,-23.50250438,-46.52396918,sao paulo,SP
3725,-23.49954541,-46.51941381,sao paulo,SP
3726,-23.50063491,-46.51611974,sao paulo,SP
3727,-23.50257384,-46.51281171,sao paulo,SP
3728,-23.50255867,-46.50997029,sao paulo,SP
3729,-23.50141994,-46.50506211,sao paulo,SP
3730,-23.51252871,-46.54466028,sao paulo,SP
3731,-23.51093534,-46.53676299,sao paulo,SP
3732,-23.51180909,-46.53318549,sao paulo,SP
3733,-23.51001659,-46.52870722,sao paulo,SP
3734,-23.51065742,-46.52516254,sao paulo,SP
3735,-23.50984024,-46.52173232,sao paulo,SP
3736,-23.50786307,-46.51611919,sao paulo,SP
3737,-23.50918392,-46.5122285,sao paulo,SP
3738,-23.50752227,-46.50731564,sao paulo,SP
3739,-23.51413689,-46.54714816,sao paulo,SP
3755,-23.50985528,-46.50113923,sao paulo,SP
3756,-23.50653853,-46.50383252,sao paulo,SP
3757,-23.5073271,-46.49711633,sao paulo,SP
3758,-23.50350627,-46.50003786,sao paulo,SP
3759,-23.50358573,-46.49221703,sao paulo,SP
3801,-23.50310496,-46.49024274,sao paulo,SP
3802,-23.50441281,-46.48566906,sao paulo,SP
3803,-23.49427857,-46.4873852,sao paulo,SP
3804,-23.49901136,-46.48301005,sao paulo,SP
3805,-23.50502938,-46.48021037,sao paulo,SP
3806,-23.49852152,-46.47751058,sao paulo,SP
3807,-23.4993674,-46.4731255,sao paulo,SP
3808,-23.49417163,-46.47488175,sao paulo,SP
3809,-23.49051474,-46.47725188,sao paulo,SP
3810,-23.48792393,-46.47175157,sao paulo,SP
3811,-23.49087484,-46.48251725,sao paulo,SP
3812,-23.49255995,-46.468332,sao paulo,SP
3813,-23.48816613,-46.46938132,sao paulo,SP
3814,-23.48911949,-46.48569041,sao paulo,SP
3816,-23.487413,-46.48869792,sao paulo,SP
3817,-23.49210813,-46.49212027,sao paulo,SP
3818,-23.49688016,-46.49429458,sao paulo,SP
3819,-23.5002199,-46.4975708,sao paulo,SP
3820,-23.49585217,-46.50247661,sao paulo,SP
3821,-23.49142293,-46.50280829,sao paulo,SP
3822,-23.50020673,-46.49444125,sao paulo,SP
3823,-23.48586309,-46.49275118,sao paulo,SP
3827,-23.48353033,-46.48645524,sao paulo,SP
3828,-23.48190972,-46.49492169,sao paulo,SP
3831,-23.58705153,-46.5803211,são paulo,SP
3840,-23.60153821,-46.46167529,são paulo,SP
3870,-23.50739015,-46.4874932,sao paulo,SP
3871,-23.50749211,-46.49021333,sao paulo,SP
3872,-23.51253402,-46.50104954,sao paulo,SP
3873,-23.51000142,-46.49586255,sao paulo,SP
3874,-23.51237061,-46.49572341,sao paulo,SP
3875,-23.5134418,-46.49652033,sao paulo,SP
3876,-23.51035409,-46.49417596,sao paulo,SP
3877,-23.51187442,-46.49148344,sao paulo,SP
3878,-23.50983064,-46.49382139,sao paulo,SP
3880,-23.50848147,-46.48587241,sao paulo,SP
3881,-23.5098393,-46.48854484,sao paulo,SP
3882,-23.51132068,-46.48547669,sao paulo,SP
3883,-23.50874415,-46.48223435,sao paulo,SP
3884,-23.51193502,-46.48079131,sao paulo,SP
3886,-23.50916675,-46.48067632,sao paulo,SP
3887,-23.51119726,-46.47815741,sao paulo,SP
3888,-23.50859925,-46.47939944,sao paulo,SP
3889,-23.51263766,-46.47703103,sao paulo,SP
3890,-23.51533274,-46.48603776,sao paulo,SP
3891,-23.51298871,-46.48920383,sao paulo,SP
3892,-23.51342994,-46.48673101,sao paulo,SP
3893,-23.51487251,-46.48427154,sao paulo,SP
3894,-23.515506,-46.4817105,sao paulo,SP
3895,-23.51561001,-46.47952163,sao paulo,SP
3896,-23.51406398,-46.47838846,sao paulo,SP
3901,-23.57761392,-46.51473106,sao paulo,SP
3904,-23.57813562,-46.51870739,sao paulo,SP
3905,-23.57966902,-46.5147008,sao paulo,SP
3906,-23.58120509,-46.51154916,sao paulo,SP
3907,-23.58761047,-46.50786731,sao paulo,SP
3908,-23.58244115,-46.50717983,sao paulo,SP
3909,-23.58464982,-46.51126877,sao paulo,SP
3910,-23.5854143,-46.51531242,sao paulo,SP
3911,-23.58246972,-46.51924189,sao paulo,SP
3912,-23.58272578,-46.52208066,sao paulo,SP
3916,-23.58849182,-46.51045554,sao paulo,SP
3917,-23.5863625,-46.52091136,sao paulo,SP
3918,-23.59115884,-46.51996529,sao paulo,SP
3919,-23.59364708,-46.52315021,sao paulo,SP
3920,-23.59644632,-46.52022286,sao paulo,SP
3921,-23.5891628,-46.51646269,sao paulo,SP
3922,-23.59458809,-46.51648103,sao paulo,SP
3923,-23.59104619,-46.51073435,sao paulo,SP
3924,-23.59732857,-46.50811227,sao paulo,SP
3925,-23.60242192,-46.50696097,sao paulo,SP
3926,-23.59914374,-46.50199373,sao paulo,SP
3927,-23.60270807,-46.49884566,sao paulo,SP
3928,-23.60568662,-46.50188752,sao paulo,SP
3929,-23.60605079,-46.48964576,sao paulo,SP
3930,-23.58011337,-46.49829718,sao paulo,SP
3931,-23.58159988,-46.49452994,sao paulo,SP
3932,-23.58251234,-46.50071229,sao paulo,SP
3933,-23.58413549,-46.49855969,sao paulo,SP
3934,-23.59021496,-46.50240407,sao paulo,SP
3935,-23.58802245,-46.50396159,sao paulo,SP
3936,-23.5903582,-46.49647757,sao paulo,SP
3937,-23.58592148,-46.49975539,sao paulo,SP
3938,-23.59516613,-46.50412848,sao paulo,SP
3939,-23.59779326,-46.50342635,sao paulo,SP
3940,-23.59281154,-46.50029875,sao paulo,SP
3941,-23.5959208,-46.49820486,sao paulo,SP
3942,-23.59432071,-46.49683635,sao paulo,SP
3943,-23.59810996,-46.49503779,sao paulo,SP
3944,-23.60180109,-46.49388611,sao paulo,SP
3945,-23.59767568,-46.49075627,sao paulo,SP
3946,-23.59652269,-46.49066303,sao paulo,SP
3947,-23.5909963,-46.49346504,sao paulo,SP
3948,-23.59040294,-46.49154077,sao paulo,SP
3949,-23.6005151,-46.4842382,sao paulo,SP
3950,-23.59420957,-46.47951438,sao paulo,SP
3951,-23.58731704,-46.48847306,sao paulo,SP
3952,-23.5893817,-46.4836004,sao paulo,SP
3953,-23.59339342,-46.48162988,sao paulo,SP
3958,-23.59664055,-46.48603002,sao paulo,SP
3959,-23.59596365,-46.48432779,sao paulo,SP
3960,-23.59650385,-46.48185242,sao paulo,SP
3961,-23.60222797,-46.48422037,sao paulo,SP
3962,-23.60600457,-46.48168088,sao paulo,SP
3963,-23.60954788,-46.47980673,sao paulo,SP
3964,-23.60475238,-46.47586627,sao paulo,SP
3965,-23.60176242,-46.47721704,sao paulo,SP
3966,-23.59775938,-46.47777783,sao paulo,SP
3967,-23.60158353,-46.47316323,sao paulo,SP
3968,-23.60267826,-46.47251694,sao paulo,SP
3969,-23.60807763,-46.48987663,sao paulo,SP
3970,-23.61397076,-46.48016655,sao paulo,SP
3971,-23.61528418,-46.47881749,sao paulo,SP
3972,-23.61560805,-46.48181558,sao paulo,SP
3973,-23.620468,-46.4816116,sao paulo,SP
3974,-23.61491899,-46.48432734,sao paulo,SP
3975,-23.60935755,-46.48955218,sao paulo,SP
3976,-23.61221709,-46.49852896,sao paulo,SP
3977,-23.61937641,-46.49343236,sao paulo,SP
3978,-23.62142715,-46.50509772,sao paulo,SP
3979,-23.61711629,-46.50814408,sao paulo,SP
3980,-23.61635824,-46.51255702,sao paulo,SP
3981,-23.61370277,-46.5169873,sao paulo,SP
3982,-23.61187787,-46.51399733,sao paulo,SP
3983,-23.60965216,-46.50791543,sao paulo,SP
3984,-23.60673553,-46.51264523,sao paulo,SP
3985,-23.60549977,-46.51671946,sao paulo,SP
3986,-23.60889389,-46.52130326,sao paulo,SP
3987,-23.60373979,-46.51104134,sao paulo,SP
3988,-23.59916935,-46.51523602,sao paulo,SP
3989,-23.61247274,-46.48169265,sao paulo,SP
4001,-23.57224646,-46.65187074,sao paulo,SP
4002,-23.57184958,-46.64921497,sao paulo,SP
4003,-23.57259223,-46.64684881,sao paulo,SP
4004,-23.5736352,-46.64583085,sao paulo,SP
4005,-23.57532564,-46.6476411,sao paulo,SP
4006,-23.57710945,-46.64704937,sao paulo,SP
4007,-23.57808471,-46.65101216,sao paulo,SP
4008,-23.58072186,-46.65219686,sao paulo,SP
4009,-23.59134279,-46.63595852,sao paulo,SP
4010,-23.58580947,-46.63654474,sao paulo,SP
4011,-23.57956031,-46.64316695,sao paulo,SP
4012,-23.58298061,-46.64603138,sao paulo,SP
4013,-23.5795691,-46.64194096,sao paulo,SP
4014,-23.58451325,-46.64335151,sao paulo,SP
4015,-23.58662112,-46.64427166,sao paulo,SP
4016,-23.58808563,-46.64344175,sao paulo,SP
4017,-23.58825666,-46.63850507,sao paulo,SP
4018,-23.58801261,-46.64191642,sao paulo,SP
4019,-23.59030111,-46.64590127,sao paulo,SP
4020,-23.5929742,-46.63959018,sao paulo,SP
4021,-23.59319341,-46.64296534,sao paulo,SP
4022,-23.59432142,-46.6453255,sao paulo,SP
4023,-23.59202952,-46.64215616,sao paulo,SP
4024,-23.60093596,-46.64431315,sao paulo,SP
4025,-23.59776749,-46.64665271,sao paulo,SP
4026,-23.59794746,-46.6479045,sao paulo,SP
4027,-23.60016316,-46.65248972,sao paulo,SP
4028,-23.60391858,-46.66274301,sao paulo,SP
4029,-23.60247087,-46.66094785,sao paulo,SP
4030,-23.59216018,-46.65399841,sao paulo,SP
4031,-23.59388928,-46.65732357,sao paulo,SP
4032,-23.59516668,-46.65939695,sao paulo,SP
4035,-23.59448658,-46.63657404,sao paulo,SP
4036,-23.59709216,-46.63667627,sao paulo,SP
4037,-23.59564955,-46.64234379,sao paulo,SP
4038,-23.59691325,-46.64577259,sao paulo,SP
4039,-23.59842958,-46.64211932,sao paulo,SP
4040,-23.5996825,-46.63757064,sao paulo,SP
4041,-23.60144497,-46.64423205,sao paulo,SP
4042,-23.60270549,-46.64476283,sao paulo,SP
4043,-23.60398055,-46.643634,sao paulo,SP
4044,-23.6005265,-46.63980321,sao paulo,SP
4045,-23.61763891,-46.63898074,sao paulo,SP
4046,-23.61986452,-46.63956155,sao paulo,SP
4047,-23.60989476,-46.64293292,sao paulo,SP
4048,-23.60876554,-46.63849929,sao paulo,SP
4049,-23.60659853,-46.63963348,sao paulo,SP
4050,-23.60622792,-46.6444284,sao paulo,SP
4051,-23.60819361,-46.64414772,sao paulo,SP
4052,-23.61072389,-46.63994544,sao paulo,SP
4053,-23.61428486,-46.64251185,sao paulo,SP
4054,-23.61589493,-46.64156532,sao paulo,SP
4055,-23.61894748,-46.64119503,sao paulo,SP
4057,-23.60887709,-46.64671701,sao paulo,SP
4058,-23.61067433,-46.64872016,sao paulo,SP
4059,-23.61637585,-46.64550512,sao paulo,SP
4060,-23.6071368,-46.65008111,sao paulo,SP
4061,-23.61317898,-46.64924814,sao paulo,SP
4062,-23.61977634,-46.64770039,sao paulo,SP
4063,-23.61344375,-46.65030234,sao paulo,SP
4064,-23.61824312,-46.64816025,sao paulo,SP
4065,-23.62428044,-46.64826428,sao paulo,SP
4066,-23.6143534,-46.65185645,sao paulo,SP
4067,-23.61563075,-46.653111,sao paulo,SP
4068,-23.62030586,-46.64733439,sao paulo,SP
4069,-23.62289605,-46.64347334,sao paulo,SP
4070,-23.62722184,-46.64576139,sao paulo,SP
4071,-23.62491423,-46.65019555,sao paulo,SP
4072,-23.62368916,-46.65271276,sao paulo,SP
4074,-23.61103732,-46.65595801,sao paulo,SP
4075,-23.60270528,-46.65899616,sao paulo,SP
4076,-23.60655887,-46.65669809,sao paulo,SP
4077,-23.60702793,-46.65790049,sao paulo,SP
4078,-23.60574671,-46.65895225,sao paulo,SP
4079,-23.60837978,-46.65898622,sao paulo,SP
4080,-23.60878343,-46.66118566,sao paulo,SP
4081,-23.60964985,-46.66277207,sao paulo,SP
4082,-23.61149143,-46.66214635,sao paulo,SP
4083,-23.61221052,-46.66301664,sao paulo,SP
4084,-23.61368317,-46.6627017,sao paulo,SP
4085,-23.61500183,-46.66182631,sao paulo,SP
4086,-23.61084777,-46.65991012,sao paulo,SP
4087,-23.60907435,-46.65970305,sao paulo,SP
4088,-23.60589752,-46.66120939,sao paulo,SP
4089,-23.60567651,-46.659546,sao paulo,SP
4090,-23.60970317,-46.66192238,sao paulo,SP
4094,-23.58849,-46.65276,sao paulo,SP
4097,-23.58122867,-46.65839819,sao paulo,SP
4101,-23.58780005,-46.63411417,sao paulo,SP
4102,-23.59032952,-46.6317513,sao paulo,SP
4103,-23.57399301,-46.63661911,sao paulo,SP
4104,-23.57594343,-46.63867868,sao paulo,SP
4105,-23.57824173,-46.6364576,sao paulo,SP
4106,-23.5813214,-46.63572645,sao paulo,SP
4107,-23.58054648,-46.63456826,sao paulo,SP
4108,-23.57786211,-46.63064004,sao paulo,SP
4109,-23.57561757,-46.63231391,sao paulo,SP
4110,-23.58441909,-46.63373111,sao paulo,SP
4111,-23.58662707,-46.63266352,sao paulo,SP
4112,-23.58544797,-46.62893071,sao paulo,SP
4113,-23.58559459,-46.62639154,sao paulo,SP
4114,-23.58585978,-46.62337725,sao paulo,SP
4115,-23.59000291,-46.62410069,sao paulo,SP
4116,-23.59256255,-46.62530502,sao paulo,SP
4117,-23.58954658,-46.63106782,sao paulo,SP
4118,-23.59489233,-46.62905794,sao paulo,SP
4119,-23.59742613,-46.63496155,sao paulo,SP
4120,-23.59572138,-46.63137743,sao paulo,SP
4121,-23.60160587,-46.62132948,sao paulo,SP
4122,-23.60318722,-46.62104071,sao paulo,SP
4123,-23.60746582,-46.62740755,sao paulo,SP
4124,-23.59726293,-46.61883072,sao paulo,SP
4125,-23.6004207,-46.61921665,sao paulo,SP
4126,-23.59854886,-46.63081318,sao paulo,SP
4127,-23.60159449,-46.63041208,sao paulo,SP
4128,-23.6028535,-46.63348067,sao paulo,SP
4129,-23.60366082,-46.62291758,sao paulo,SP
4130,-23.604938,-46.62060548,sao paulo,SP
4131,-23.60603187,-46.61790786,sao paulo,SP
4132,-23.61309125,-46.61770666,sao paulo,SP
4133,-23.62249898,-46.61784924,sao paulo,SP
4134,-23.60722199,-46.62252192,sao paulo,SP
4135,-23.60881925,-46.62984534,sao paulo,SP
4136,-23.61039033,-46.62493227,sao paulo,SP
4137,-23.61181158,-46.62318026,sao paulo,SP
4138,-23.61302968,-46.6362803,sao paulo,SP
4139,-23.60591555,-46.63446964,sao paulo,SP
4140,-23.6071645,-46.63086556,sao paulo,SP
4141,-23.61016355,-46.63354604,sao paulo,SP
4142,-23.61165419,-46.63146858,sao paulo,SP
4143,-23.6148054,-46.63510403,sao paulo,SP
4144,-23.61782081,-46.63741557,sao paulo,SP
4145,-23.61652565,-46.63255928,sao paulo,SP
4146,-23.61730623,-46.62907259,sao paulo,SP
4147,-23.6207887,-46.63059273,sao paulo,SP
4148,-23.61450061,-46.62438657,sao paulo,SP
4149,-23.61690969,-46.62368326,sao paulo,SP
4150,-23.62021801,-46.62252028,sao paulo,SP
4151,-23.62135847,-46.62571283,sao paulo,SP
4152,-23.62493896,-46.62496038,sao paulo,SP
4153,-23.62699169,-46.62416783,sao paulo,SP
4154,-23.62861279,-46.62142069,sao paulo,SP
4155,-23.63287037,-46.62612027,sao paulo,SP
4156,-23.63280771,-46.62341226,sao paulo,SP
4157,-23.63130307,-46.61927286,sao paulo,SP
4158,-23.62418435,-46.61885404,sao paulo,SP
4159,-23.62277555,-46.61145147,sao paulo,SP
4160,-23.62585266,-46.61139748,sao paulo,SP
4161,-23.62938063,-46.61624122,sao paulo,SP
4162,-23.62680914,-46.60547895,sao paulo,SP
4163,-23.62961361,-46.61319298,sao paulo,SP
4164,-23.6289372,-46.60818627,sao paulo,SP
4165,-23.62567481,-46.60674985,sao paulo,SP
4166,-23.64488577,-46.60679263,sao paulo,SP
4167,-23.63350125,-46.61410453,sao paulo,SP
4168,-23.63365895,-46.61056092,sao paulo,SP
4169,-23.65648456,-46.61482602,sao paulo,SP
4170,-23.633952,-46.6124075,sao paulo,SP
4171,-23.63708659,-46.61264545,sao paulo,SP
4173,-23.63750226,-46.60985376,sao paulo,SP
4174,-23.63346848,-46.60737328,sao paulo,SP
4176,-23.63511692,-46.60340351,sao paulo,SP
4177,-23.64249575,-46.608273,sao paulo,SP
4180,-23.63615153,-46.59924966,sao paulo,SP
4181,-23.63855414,-46.59988523,sao paulo,SP
4182,-23.64125799,-46.59939513,sao paulo,SP
4183,-23.6430811,-46.59674869,sao paulo,SP
4184,-23.64886106,-46.59975205,sao paulo,SP
4185,-23.64826956,-46.59230143,sao paulo,SP
4186,-23.6453932,-46.59347397,sao paulo,SP
4187,-23.64879673,-46.5951221,sao paulo,SP
4190,-23.65216141,-46.60282829,sao paulo,SP
4191,-23.64639644,-46.60447168,sao paulo,SP
4193,-23.64904046,-46.60844031,sao paulo,SP
4194,-23.65469613,-46.60984895,sao paulo,SP
4195,-23.65745263,-46.61240584,sao paulo,SP
4201,-23.57472455,-46.60590229,sao paulo,SP
4202,-23.57707143,-46.60426454,sao paulo,SP
4203,-23.59112162,-46.60669181,sao paulo,SP
4204,-23.58304947,-46.60651217,sao paulo,SP
4205,-23.57927787,-46.60603273,sao paulo,SP
4206,-23.58266973,-46.60452168,sao paulo,SP
4207,-23.58358016,-46.60310323,sao paulo,SP
4208,-23.59515539,-46.60095728,sao paulo,SP
4209,-23.58732565,-46.60049632,sao paulo,SP
4210,-23.58544857,-46.60414502,sao paulo,SP
4211,-23.59285601,-46.60774341,sao paulo,SP
4212,-23.58952055,-46.60340554,sao paulo,SP
4213,-23.59256739,-46.60230773,sao paulo,SP
4214,-23.59411172,-46.59777334,sao paulo,SP
4215,-23.59573428,-46.59895749,sao paulo,SP
4216,-23.59786027,-46.59939648,sao paulo,SP
4217,-23.59900801,-46.60001254,sao paulo,SP
4218,-23.60075605,-46.59763715,sao paulo,SP
4220,-23.5987716,-46.5854467,sao paulo,SP
4221,-23.59382532,-46.59506172,sao paulo,SP
4222,-23.59752879,-46.59010542,sao paulo,SP
4223,-23.59952094,-46.58981234,sao paulo,SP
4224,-23.59701474,-46.5945552,sao paulo,SP
4225,-23.60277934,-46.58951403,sao paulo,SP
4229,-23.60629658,-46.59298349,sao paulo,SP
4230,-23.6043837,-46.59631367,sao paulo,SP
4231,-23.60617664,-46.5954726,sao paulo,SP
4232,-23.61384863,-46.59406527,sao paulo,SP
4233,-23.54554532,-46.57408983,sao paulo,SP
4235,-23.613795,-46.59133703,sao paulo,SP
4236,-23.61294499,-46.59290466,sao paulo,SP
4239,-23.62329422,-46.58301882,sao paulo,SP
4240,-23.61974988,-46.58472406,sao paulo,SP
4241,-23.62314222,-46.58882441,sao paulo,SP
4242,-23.62610988,-46.58827117,sao paulo,SP
4243,-23.62470375,-46.58639118,sao paulo,SP
4244,-23.63059699,-46.58584437,sao paulo,SP
4246,-23.61426886,-46.60051736,sao paulo,SP
4247,-23.61365811,-46.59990359,sao paulo,SP
4248,-23.61325891,-46.5994231,sao paulo,SP
4249,-23.61560518,-46.59948473,sao paulo,SP
4250,-23.62033945,-46.59886224,sao paulo,SP
4251,-23.62581029,-46.59697006,sao paulo,SP
4252,-23.61338165,-46.59834962,sao paulo,SP
4253,-23.61728239,-46.59656046,sao paulo,SP
4254,-23.61846111,-46.59429148,sao paulo,SP
4255,-23.62358768,-46.59298634,sao paulo,SP
4256,-23.63007463,-46.5918633,sao paulo,SP
4257,-23.63338454,-46.59160009,sao paulo,SP
4258,-23.63514189,-46.58795085,sao paulo,SP
4260,-23.58195612,-46.61424619,sao paulo,SP
4261,-23.58215741,-46.61198812,sao paulo,SP
4262,-23.60044809,-46.60948283,sao paulo,SP
4263,-23.58062132,-46.61062138,sao paulo,SP
4264,-23.58493334,-46.61357364,sao paulo,SP
4265,-23.58698026,-46.61564731,sao paulo,SP
4266,-23.58982079,-46.60934983,sao paulo,SP
4267,-23.59772855,-46.61061074,sao paulo,SP
4268,-23.5949639,-46.60763199,sao paulo,SP
4269,-23.59885212,-46.61231021,sao paulo,SP
4270,-23.5906715,-46.61342743,sao paulo,SP
4271,-23.58965301,-46.61732041,sao paulo,SP
4272,-23.60913162,-46.61258745,sao paulo,SP
4273,-23.60855792,-46.61333192,sao paulo,SP
4274,-23.59124352,-46.6182319,sao paulo,SP
4275,-23.59370361,-46.61658037,sao paulo,SP
4276,-23.60077541,-46.61372321,sao paulo,SP
4277,-23.60027942,-46.61231495,sao paulo,SP
4278,-23.60196242,-46.60860665,sao paulo,SP
4279,-23.59950658,-46.60563383,sao paulo,SP
4280,-23.6039127,-46.60715983,sao paulo,SP
4281,-23.60638119,-46.60947966,sao paulo,SP
4282,-23.60759809,-46.61094936,sao paulo,SP
4283,-23.60862855,-46.60512698,sao paulo,SP
4284,-23.60875406,-46.60143614,sao paulo,SP
4285,-23.61302411,-46.60288186,sao paulo,SP
4286,-23.61488329,-46.60316562,sao paulo,SP
4287,-23.60760433,-46.60584958,sao paulo,SP
4288,-23.61010868,-46.61229794,sao paulo,SP
4289,-23.60789741,-46.61557998,sao paulo,SP
4290,-23.61433421,-46.61441263,sao paulo,SP
4291,-23.61829447,-46.61297821,sao paulo,SP
4292,-23.61643965,-46.61145095,sao paulo,SP
4293,-23.62129821,-46.61642123,sao paulo,SP
